倒	26907
折	26901
代金券	26778
真	26760
品牌	26740
医生	26722
教练	26691
想象	26681
小店	26498
抹茶	26420
小哥	26349
中间	26315
回家	26246
馆子	26234
耙	26211
刺身	26153
位于	26150
早	26128
不怎么	26105
惊喜	26022
发型	26013
注意	25981
忘	25818
告诉	25787
聊天	25757
区	25691
每天	25683
漂亮	25678
衣服	25479
温馨	25454
会来	25448
地道	25314
小区	25287
全程	25262
说实话	24969
牛	24894
帮我	24874
日料	24867
碗	24790
接待	24706
决定	24641
一张	24634
产品	24633
生	24587
电话	24481
整洁	24413
氛围	24405
慢	24300
不腻	24246
造型	24227
认真	24215
地址	24187
楼上	24185
坐在	24128
推销	24083
包	24071
清爽	24056
完美	24055
妹妹	24042
品尝	24039
阿姨	23988
皮肤	23980
红油	23979
太古	23955
偏	23910
遇到	23849
结账	23710
玉米	23695
坨	23693
心情	23685
香辣	23685
鸳鸯锅	23675
就餐	23639
巧克力	23581
本身	23565
帮忙	23555
提醒	23547
脆	23501
那天	23488
呵呵	23393
十分	23378
人员	23331
餐	23284
一道	23263
硬	23251
泡	23245
摆	23225
网红	23223
小菜	23212
貌似	23196
皮	23189
想要	22975
内	22934
改进	22932
一盘	22811
一层	22788
茄子	22688
不了	22668
食物	22667
哈哈哈哈	22637
万达	22619
不说	22602
传统	22588
大厅	22544
月	22540
饼	22398
新店	22396
冬天	22390
炸	22360
温柔	22305
仔细	22287
电梯	22234
感	22193
评论	22178
考虑	22155
负责	22102
泡菜	22047
怕	22038
健康	22003
享受	21936
我和	21920
空间	21894
前台	21875
不像	21807
影响	21755
超市	21721
四川	21716
天气	21667
菠萝	21643
米	21610
远	21599
五星	21531
龙虾	21457
老店	21455
冬阴功	21449
医院	21408
汁	21407
很赞	21373
分	21367
手机	21264
街	21187
将就	21178
隔壁	21171
房间	21167
泰式	21137
不太好	21125
扇贝	21094
项目	21088
全部	21073
马上	21061
周围	21046
相对	21016
正常	21012
忘记	21001
块钱	21000
第一	20924
火爆	20910
花生	20903
劲	20867
离家	20841
微信	20831
重庆	20740
冰	20738
一共	20689
重点	20686
总	20683
片	20665
烧	20642
手	20586
女生	20570
交通	20540
生活	20536
洗	20508
日式	20452
告知	20392
地铁	20376
面条	20365
吃货	20321
酸菜	20276
很漂亮	20242
不贵	20225
尝	20206
竟然	20180
来到	20133
偶尔	20128
几天	20122
风	20060
红	20049
鸭	20040
差评	20037
盘子	19963
买单	19920
下班	19910
依然	19869
鲜	19858
太大	19806
价位	19791
分店	19719
不吃	19667
清新	19655
半	19611
我家	19582
一块	19519
昨天	19503
进来	19457
爽口	19439
甜点	19425
摆盘	19377
饿	19329
字	19273
抽	19165
耍	19154
当天	19142
_	19115
第二天	19104
凉粉	19093
宽敞	19072
细节	19044
吸引	19027
一会儿	19000
儿	18974
突然	18952
下午茶	18948
蟹	18869
工作	18857
打折	18855
外	18778
卤	18744
哥哥	18730
十足	18613
粉丝	18606
愉快	18571
图片	18550
味儿	18542
饺子	18529
小孩	18521
一半	18454
酒吧	18429
头	18399
沟通	18396
齐全	18376
护理	18365
家人	18337
淡	18317
不得不	18313
放心	18307
就要	18300
鲜美	18295
点餐	18271
半个	18191
美甲	18180
鱿鱼	18171
放松	18155
美	18133
妈妈	18111
慢慢	18106
类似	18099
很近	18094
次	18090
休息	18060
娃娃	18020
才能	18008
离家近	17945
姐姐	17908
站	17891
至少	17853
及时	17846
一边	17809
厨房	17798
两种	17785
串	17764
厨师	17738
饭点	17707
苍蝇	17657
不足	17656
收费	17655
滴	17643
亲切	17626
略	17607
学校	17601
忙	17539
办	17473
处理	17467
卡	17463
自助餐	17462
点点	17411
点赞	17397
可口	17387
鸡爪	17365
一会	17344
一片	17224
城	17214
遗憾	17184
进	17119
肚子	17110
桌	17102
合理	17096
鸡蛋	17082
鲜嫩	17057
音乐	17056
担心	17021
颜值	16989
询问	16977
人少	16956
一只	16930
别人	16905
使用	16891
会员	16852
茶水	16828
一位	16757
韩国	16744
像是	16743
两份	16607
比起	16595
学习	16570
装饰	16566
三	16563
高大	16531
了解	16499
小妹	16491
年	16479
南瓜	16475
无	16470
得到	16464
浓	16446
个头	16445
水平	16445
全	16408
外地	16401
在家	16390
蒸	16370
重口味	16341
一大	16338
一看	16273
一条	16266
就算	16250
理解	16210
黑	16204
睫毛	16178
表演	16165
前面	16117
又是	16068
特意	16059
小米	16052
满	16020
上班	16004
沾	16002
事情	15992
e	15959
人不多	15911
太差	15900
保持	15881
负	15856
清楚	15855
汤底	15833
期间	15813
公园	15794
夹	15782
两	15733
放在	15722
妹子	15708
装	15674
顺便	15674
萝卜	15664
预定	15647
烤鸭	15621
习惯	15606
口	15588
切	15577
设施	15576
花椒	15569
电影院	15540
帅哥	15534
星	15534
说话	15524
能够	15524
小清新	15520
早上	15514
原味	15511
本人	15453
现场	15449
主题	15426
停	15370
郡	15354
价钱	15337
一股	15323
显得	15274
一句	15258
闺蜜	15254
工作室	15231
醉	15212
酸辣	15211
偏贵	15208
天	15206
一顿	15174
动作	15104
涮	15093
穿	15082
杯	15072
果断	15067
掉	15048
浪费	15026
饱	14995
懂	14973
家里	14931
回去	14862
的确	14822
停车场	14820
部分	14805
再次	14793
200	14775
低	14759
不高	14757
拍摄	14742
导航	14705
提高	14695
耗儿	14693
酒水	14686
相比	14686
想到	14680
我点	14669
藕	14657
骨	14636
对了	14620
主打	14585
餐饮	14558
包子	14528
点心	14527
足够	14509
解决	14506
麻	14490
又来	14473
位子	14455
成	14427
等待	14418
凯德	14392
一圈	14350
图	14293
良心	14276
..	14274
它家	14267
同学	14260
清汤	14244
柠檬	14240
火	14212
泡椒	14203
身体	14200
跟着	14173
爆	14167
兔头	14145
难得	14136
符合	14127
吹	14125
喝酒	14114
死	14109
剩	14102
一人	14099
蒜蓉	14096
收	14092
看来	14086
师	14082
意外	14076
手工	14060
区域	14055
打算	13995
周边	13992
路边	13988
灯光	13978
两人	13945
满满的	13936
回	13904
想着	13903
心	13891
有点儿	13878
几家	13866
喝茶	13832
酱油	13793
地理位置	13788
重新	13765
健身	13753
说说	13708
优雅	13698
面的	13696
细腻	13668
客户	13660
猪肉	13646
细致	13639
布丁	13636
单独	13633
凉菜	13623
系列	13619
太小	13602
想起	13599
Q	13599
吃个	13598
好大	13589
事	13588
花甲	13587
nic	13577
布置	13569
道	13565
太好了	13563
厕所	13556
区别	13507
目前	13489
气氛	13478
悦城	13464
差点	13456
坚持	13456
陪	13456
上桌	13441
有种	13436
抱	13416
端	13410
爽	13405
有时候	13385
餐具	13374
不敢	13371
参加	13361
胃口	13355
室内	13337
炸鸡	13313
脸	13291
闷	13272
小小的	13264
大气	13255
摄影师	13242
更是	13238
天府	13198
搜	13163
独特	13154
员工	13142
以上	13139
风味	13129
很浓	13109
小份	13106
赠送	13087
讲	13084
拥挤	13068
熟	13059
美美	13053
还给	13032
总是	13024
店长	12995
小龙	12994
路上	12989
斤	12988
到处	12985
海椒	12983
讲解	12950
麻烦	12946
果汁	12930
创意	12919
太久	12908
早点	12878
没得	12844
做好	12819
捞	12817
课程	12797
补	12770
请客	12750
进行	12744
经典	12740
再也	12733
北京	12725
热闹	12714
环球	12706
日本	12703
香肠	12700
内容	12681
蘑菇	12638
挤	12630
无语	12614
明明	12599
料理	12593
石锅	12593
锦里	12581
方式	12568
有意思	12557
气	12541
筷子	12532
多年	12497
有点像	12495
开胃	12459
太少	12449
小时候	12438
要点	12405
生日	12403
水饺	12378
芥末	12376
错过	12361
多点	12358
唱歌	12326
反而	12306
上去	12301
记忆	12274
最大	12251
上海	12250
熊猫	12203
管理	12187
不远	12177
食堂	12172
办卡	12171
瞬间	12169
牌子	12167
减肥	12112
不怎么样	12108
培训	12101
玫瑰	12092
制作	12092
随时	12089
服务周到	12067
配料	12026
菌	12016
早就	12012
奇怪	11999
有没有	11997
见	11966
吵	11965
杯子	11939
冒菜	11934
试	11930
变	11927
发	11916
奶盖	11913
尴尬	11908
骨头	11899
排号	11881
牛奶	11864
心里	11835
话	11823
鲜香	11799
车	11781
裹	11767
定	11763
做法	11739
儿子	11716
子	11711
点个	11709
并不	11706
手艺	11689
表示	11680
课	11677
猪	11644
超好	11637
油炸	11631
逛街	11629
包装	11608
挺大	11601
上课	11594
张	11594
厚	11570
我要	11564
火候	11541
主食	11513
购买	11512
有待	11512
来福士	11507
走进	11504
音效	11483
素食	11483
距离	11482
一小	11470
汉堡	11463
看上去	11461
开车	11455
室外	11455
小聚	11451
馆	11425
几年	11420
大虾	11418
照顾	11415
轻松	11415
好在	11369
噢	11340
碟子	11322
说明	11321
完后	11321
依旧	11321
意思	11316
声音	11308
一次性	11305
关注	11293
黄	11285
西瓜	11281
水面	11281
特色菜	11241
中餐	11238
新品	11161
家常	11160
酸菜鱼	11158
大部分	11143
办法	11088
更加	11088
坎	11077
对比	11068
三楼	11068
一根	11055
队	11016
西餐	11010
需求	11005
个人感觉	10993
包括	10992
款	10985
来过	10982
连锁	10963
晚餐	10956
一把	10925
传说	10925
瑜伽	10914
礼貌	10910
桌上	10907
餐馆	10896
不好意思	10841
年轻	10832
糖	10810
营业	10805
显眼	10783
不得	10773
缺点	10758
招呼	10753
发票	10740
糯米	10736
一款	10732
赶紧	10729
提升	10706
订	10685
画	10684
养生	10675
宝贝	10669
椒	10665
最爱	10655
出去	10652
门	10652
支持	10651
食客	10638
认为	10630
铁	10610
星巴克	10593
价格便宜	10591
调	10581
豆	10576
早餐	10575
满分	10572
积极	10564
结束	10564
催	10561
意见	10544
特点	10543
调味	10533
明亮	10527
幸运	10525
脚	10509
费	10503
80	10491
力度	10491
稍	10489
....	10488
水准	10475
条	10459
门面	10455
豆浆	10451
熟悉	10442
60	10440
唱	10423
黄瓜	10417
猪蹄	10417
一年	10415
过后	10397
忍不住	10394
焗	10390
是否	10382
大小	10378
渣	10376
影院	10371
秘制	10371
很多年	10361
眼睛	10357
芝麻	10332
伊藤	10315
增加	10305
抢	10303
文化	10301
之间	10294
中国	10292
新疆	10288
最多	10281
老妈	10274
吧台	10261
等到	10251
高兴	10248
腿	10244
淡淡的	10234
她家	10226
亮点	10225
幸好	10222
度	10222
相信	10210
设计师	10174
换成	10166
白菜	10157
盐	10139
6点	10138
猫	10137
盘	10130
牛肉面	10110
清洁	10098
面积	10098
沙发	10088
垃圾	10088
不知	10073
厉害	10062
剩下	10049
点儿	10034
真正	10030
用料	10030
天天	10009
白	10008
我来	9982
款式	9982
一瓶	9975
边上	9973
材料	9965
地点	9955
经理	9953
程度	9950
午餐肉	9944
折扣	9933
进入	9929
满满	9910
店子	9906
香油	9904
深刻	9896
学生	9881
高端	9855
祝	9838
年轻人	9837
人去	9833
多好	9830
五点	9829
解释	9814
大堂	9797
打开	9791
超赞	9781
比较满意	9776
拼	9764
万象	9763
愿意	9763
同样	9755
不停	9741
拉	9704
胃	9703
教	9701
撒	9691
露天	9688
午餐	9679
标准	9675
立马	9666
变成	9662
文艺	9657
零食	9651
无法	9651
想来	9638
运气	9635
一流	9635
出现	9634
出门	9626
半小时	9625
很爽	9619
要说	9606
去年	9600
价	9597
大人	9565
工作日	9565
冲着	9532
四川人	9531
来看	9527
嗨	9521
会员卡	9514
焖	9502
便	9484
挑	9473
随意	9469
中奖	9467
木有	9457
身上	9452
扎实	9445
坑	9429
狗狗	9406
加点	9402
收拾	9400
太高	9396
花园	9354
总结	9344
嘈杂	9337
配合	9337
中途	9324
五个	9299
糕点	9298
人来	9296
单位	9295
六点	9288
熬	9286
乐山	9282
门店	9257
太好	9211
爬	9201
吃不下	9189
运动	9185
时尚	9183
外地人	9166
凉	9163
过年	9152
爆米花	9143
休闲	9136
后悔	9131
男	9126
首选	9117
女	9117
间	9114
大爱	9095
反应	9078
别家	9078
两张	9077
修	9075
豆芽	9050
检查	9041
川	9020
设备	9009
没点	9001
城市	8992
综合	8991
佐料	8990
面馆	8984
厅	8970
开张	8963
物美价廉	8960
表扬	8956
肥	8934
墙上	8930
加油	8930
纠结	8921
改善	8920
亲自	8917
武侯祠	8913
回锅肉	8887
三次	8876
听到	8874
中式	8874
保证	8869
丁	8868
才来	8867
今年	8864
泰国	8860
定位	8854
惬意	8854
健身房	8837
一颗	8832
三种	8831
没法	8812
培根	8810
关门	8802
多人	8790
吐	8773
薄	8769
好玩	8768
浓浓的	8766
肺片	8766
鸳鸯	8764
挂	8754
绿茶	8742
清香	8733
游客	8733
国际	8727
导致	8720
痛	8687
两家	8687
味精	8684
两天	8681
原价	8678
眼镜	8677
转	8664
混合	8650
不久	8647
具体	8645
丝	8637
为啥	8614
接	8613
街边	8612
老婆	8610
加强	8595
逛逛	8592
想法	8584
临时	8567
离开	8560
多久	8557
男朋友	8546
实际	8539
多种	8530
先说	8529
似乎	8527
极品	8514
类型	8503
炖	8497
麻婆豆腐	8495
空气	8487
太慢	8485
退	8479
鸭血	8469
没得说	8468
巴士	8466
妹儿	8454
引导	8447
快餐	8445
配套	8440
添加	8439
太贵	8423
肉类	8399
赞赞	8395
银泰城	8394
二	8393
午饭	8390
亲民	8384
停不下来	8384
错	8373
场地	8367
女儿	8356
眉毛	8353
从来	8350
档次	8350
干碟	8347
做到	8344
不在	8342
老人	8342
饱满	8341
人民	8328
喔	8311
鲜榨	8301
劲道	8297
难道	8293
两层	8288
底料	8287
咨询	8285
68	8283
清	8282
盆友	8281
锻炼	8267
一去	8264
爪	8256
出彩	8254
儿童	8254
进口	8236
卤菜	8227
芋儿	8223
美蛙	8210
提	8204
幸福	8191
阳光	8190
嘻嘻	8184
饭店	8171
稀饭	8167
巷子	8157
房子	8144
晚饭	8120
操作	8114
靠近	8113
开门	8111
OK	8110
嘿嘿	8101
➕	8087
拿到	8078
脑壳	8066
红茶	8066
太远	8054
打理	8040
地铁站	8030
好久没	8025
木耳	8025
辛苦	8024
到底	8023
一锅	8021
差别	8019
北方	8013
有趣	8012
严重	8011
累	8000
搭	7970
大姐	7966
收银	7954
雪花	7951
s	7945
过生日	7938
结合	7930
瘦	7929
7点	7922
滋味	7917
网	7913
嘴	7913
很贵	7906
分享	7893
很差	7891
推出	7885
旅游	7874
铁板	7869
状态	7862
美好	7857
300	7855
可乐	7851
88	7844
挨着	7827
比我	7820
四楼	7815
5点	7805
砂锅	7805
恰到好处	7800
吐槽	7795
不得了	7785
店主	7785
一堆	7785
红酒	7783
点单	7780
烂	7776
每人	7765
小心	7760
总店	7760
几张	7759
仔	7753
所谓	7734
几样	7719
好些	7702
不耐烦	7685
成为	7678
下单	7678
算了	7670
朋友圈	7664
一家人	7657
签签	7656
秒杀	7655
粑	7655
加入	7652
面膜	7646
好几个	7646
放弃	7646
凉面	7639
蜀	7630
歌	7625
金牛	7602
占	7601
指导	7595
几种	7593
营养	7591
受不了	7586
乱	7580
提拉米苏	7578
正在	7570
典型	7569
跟不上	7568
太重	7564
形式	7559
位	7553
超高	7552
倒水	7529
节奏	7526
力	7513
有名	7512
基础	7501
安利	7490
格调	7469
简约	7460
调整	7455
刷	7453
公交	7449
热心	7449
奶	7436
一段时间	7430
怀疑	7420
第一个	7418
一个月	7417
坏	7413
蹄花	7411
99	7409
劵	7402
联系	7399
食品	7396
美容师	7388
美容	7380
不断	7375
每桌	7375
白色	7369
打卡	7362
好友	7350
笑	7330
关系	7323
地下	7319
七点	7318
霸王	7316
抓	7309
偶然	7302
美丽	7292
难	7292
小资	7287
不动	7276
单	7273
讲究	7272
没人	7267
购物	7266
卖完	7266
接近	7262
南门	7262
经营	7252
核桃	7251
千万	7245
烤串	7240
游戏	7229
温暖	7225
话说	7218
情调	7215
好去处	7208
拿来	7207
港式	7202
哭	7183
文殊院	7178
简洁	7175
温度	7172
找个	7163
非常感谢	7162
提示	7161
带来	7146
第一口	7143
资格	7142
变脸	7142
青	7141
台湾	7131
馅儿	7129
明白	7124
几分钟	7116
强	7112
成功	7109
大大的	7101
剪发	7097
太阳	7097
连锁店	7090
冷锅	7090
最终	7088
学	7087
染发	7084
太棒了	7078
卫生间	7058
意大利	7051
天街	7051
功夫	7048
一眼	7045
仪器	7043
兴趣	7041
情侣	7033
摆放	7030
宣传	7017
不爽	7017
有空	7011
饼干	7008
总共	6997
必要	6984
挺快	6974
多多	6973
煎饼	6963
不用说	6959
家常菜	6956
空	6953
说好	6945
芙	6943
茶餐厅	6939
存在	6935
确认	6931
纹身	6910
大方	6906
便利	6906
兑换	6896
是从	6893
一条街	6893
以外	6892
肩颈	6892
细嫩	6891
街上	6890
70	6879
完成	6877
8点	6872
地段	6871
卡座	6870
牙齿	6869
红色	6865
血	6863
不难	6845
怪	6844
原本	6843
实在太	6842
暖	6841
自贡	6839
擦	6835
皮蛋	6832
感动	6826
咋个	6824
四星	6824
周六	6823
冻	6823
绿色	6816
鸡尾酒	6815
苦	6811
逼	6806
值	6806
凤爪	6804
醒目	6799
取	6797
票	6796
坐坐	6793
办事	6788
想想	6780
大多	6780
就是了	6779
爱上	6777
难找	6775
凉皮	6770
回味	6768
博物馆	6765
变化	6757
经济	6751
出差	6749
约会	6740
椅子	6737
长期	6734
慕斯	6734
香料	6729
小炒	6728
突出	6713
老年人	6712
炒菜	6695
永远	6689
不来	6675
一周	6672
略贵	6672
不值	6667
做成	6660
一个多	6655
一路	6645
客服	6624
留下	6621
现	6620
认识	6615
纯	6610
来讲	6605
出品	6604
出名	6590
150	6589
川味	6589
特	6584
王	6582
热情周到	6577
刺激	6575
一致	6572
流行	6570
一副	6562
要好	6561
喜好	6560
汗	6557
俩	6557
小伙子	6552
很慢	6545
只好	6529
世界	6521
台	6512
多家	6505
训练	6503
偏高	6502
超大	6498
路口	6498
宴请	6498
甜品店	6493
消费者	6491
KTV	6477
季节	6472
王府井	6471
喝汤	6471
聊	6470
保利	6470
院子	6470
吐司	6470
第三次	6469
式	6456
新颖	6453
服装	6445
很久	6442
回忆	6442
流	6432
装潢	6432
海底	6419
长得	6416
底	6408
玻璃	6406
粤菜	6400
煲	6398
纸巾	6397
球	6394
馒头	6394
详细	6392
背后	6368
纹	6360
三星	6359
美式	6358
烫发	6356
两年	6342
没话说	6339
贴	6338
优惠券	6330
好点	6322
素质	6317
达到	6314
超过	6313
名气	6312
游泳	6306
经验	6302
越辣	6302
铺	6298
天下	6298
大学	6297
恶心	6291
周五	6283
限量	6283
大多数	6281
旺	6279
八点	6279
中等	6278
吃法	6270
私房	6267
门票	6257
改变	6254
发展	6247
留	6246
表面	6226
翻	6225
差距	6209
成都市	6204
肉片	6202
期望	6201
不让	6199
坝子	6198
苹果	6194
隔	6194
韩式	6194
五折	6194
抽到	6192
潮汕	6187
起码	6182
⋯	6181
★	6178
家庭	6177
感冒	6175
超值	6171
型	6165
大道	6164
就让	6162
旧	6161
浓厚	6156
90	6154
特价	6148
葱	6141
大片	6134
干干净净	6133
曾经	6130
也太	6130
化妆	6127
帮助	6126
当地	6120
我会	6118
超棒	6116
回答	6111
银泰	6104
回到	6098
來	6075
12点	6074
川西	6067
你家	6059
变得	6057
短	6054
尖	6052
嘴巴	6049
in	6044
送到	6041
再也不会	6038
搬	6038
确定	6035
串串香	6028
一遍	6023
努力	6021
齐	6000
三明治	5997
充满	5981
略微	5979
照相	5974
环境优美	5962
看起	5960
机器	5959
芽	5959
理发	5955
签	5955
口碑	5954
不对	5954
复古	5951
融合	5948
楼梯	5938
夫妻	5936
下雨	5936
现代	5933
算下来	5926
形容	5926
重庆火锅	5921
建筑	5917
人生	5906
推	5900
省	5897
大门	5892
烤肉店	5885
验证	5881
一级	5880
人性化	5877
电视	5874
无论是	5871
大碗	5869
写字楼	5863
出口	5854
真不错	5850
女朋友	5849
护士	5841
平常	5838
无意	5838
涨价	5825
打的	5817
模式	5817
商务	5816
不住	5815
大妈	5815
透明	5807
系统	5802
欠	5796
路线	5791
麻将	5785
旁	5783
西餐厅	5781
没事	5776
少女	5773
跳	5771
一排	5769
香气	5764
汤饭	5763
腰	5761
顺利	5756
流程	5756
包含	5731
改良	5728
珍珠	5728
担担面	5728
一行	5722
两位	5720
吃完饭	5713
爱好者	5713
古色古香	5712
比较丰富	5709
知识	5706
上楼	5690
每周	5685
样式	5683
小包	5682
毛	5679
自带	5677
够吃	5675
给力	5674
勉强	5672
座	5672
宽	5669
奥克斯	5664
书	5662
饮食	5657
洗澡	5656
不愧	5654
丢	5652
蛋黄	5645
无聊	5644
挑剔	5641
冰激凌	5637
神奇	5619
气息	5610
两点	5609
喝点	5604
非常适合	5590
恼火	5588
英语	5587
质感	5575
盒子	5574
